price,crime_rate,resid_area,air_qual,room_num,age,teachers,poor_prop,airport,n_hos_beds,n_hot_rooms,rainfall,waterbody_Encoded,avg_dist
19.1,2.807937767457695,48.1,0.58,5.926,71.0,19.8,18.13,0,5.882,15.1528,28,0.0,2.91
20.1,2.6444072787962525,48.1,0.58,5.713,56.7,19.8,14.76,0,6.302,13.1608,27,0.0,2.825
19.9,1.6768703671037264,48.1,0.58,6.167,84.0,19.8,16.29,0,5.598,12.1592,36,1.0,3.035
19.6,1.6170905561197193,48.1,0.532,6.229,90.7,19.8,12.87,1,8.692,13.1568,52,3.0,3.0975
23.2,1.5192243229211484,48.1,0.58,6.437,75.0,19.8,14.36,1,8.464,15.1856,39,3.0,2.895
29.8,1.7311049511313974,48.1,0.614,6.98,67.6,19.8,11.66,1,7.396,15.2384,56,3.0,2.5325
13.8,2.203404332146021,48.1,0.584,5.427,95.4,19.8,18.14,0,9.076,11.1104,47,3.0,2.4275
13.3,2.000549838013637,48.1,0.584,6.162,97.4,19.8,24.1,1,9.066,11.1064,27,2.0,2.205
16.7,1.7700948094248417,48.1,0.614,6.484,93.6,19.8,18.68,1,6.134,14.1336,22,1.0,2.3024999999999998
12.0,2.774050153828231,48.1,0.614,5.304,97.3,19.8,24.91,0,9.34,15.096,39,2.0,2.1025
14.6,2.418855874659432,48.1,0.614,6.185,96.7,19.8,18.03,1,5.292,15.1168,60,2.0,2.17
21.4,2.730053020578551,48.1,0.614,6.229,88.0,19.8,13.11,0,6.128,10.1712,32,1.0,1.95
23.0,1.9204472756044826,48.1,0.532,6.242,64.7,19.8,10.74,0,8.56,13.184,22,1.0,3.4225
23.7,1.9033276772324317,48.1,0.532,6.75,74.9,19.8,7.74,0,6.974,15.1896,46,0.0,3.3299999999999996
25.0,1.9067474913596385,48.1,0.532,7.061,77.0,19.8,7.01,0,5.5,11.2,29,2.0,3.41
21.8,1.3398262488998969,48.1,0.532,5.762,40.3,19.8,10.42,0,9.636,14.1744,57,3.0,4.1000000000000005
20.6,1.2174525430495582,48.1,0.583,5.871,41.9,19.8,13.34,1,8.112,12.1648,31,2.0,3.7225
21.2,1.5419446302865207,48.1,0.583,6.312,51.9,19.8,10.58,0,9.024,13.1696,51,3.0,3.99
19.1,1.9008754243872985,48.1,0.583,6.114,79.8,19.8,14.98,1,8.582,12.1528,57,0.0,3.5449999999999995
20.6,1.763989083482614,48.1,0.583,5.905,53.2,19.8,11.45,0,8.412,11.1648,44,0.0,3.1500000000000004
15.2,0.14050948897951462,57.74,0.609,5.454,92.7,19.9,18.06,0,6.004,14.1216,28,0.0,1.8199999999999998
7.0,0.16836630025465416,57.74,0.609,5.414,98.3,19.9,23.97,0,9.84,15.056,29,0.0,1.7575000000000003
8.1,0.18851897970190704,57.74,0.609,5.093,98.0,19.9,29.68,1,9.162,10.0648,49,3.0,1.8225000000000002
13.6,0.10051479408986363,57.74,0.609,5.983,98.8,19.9,18.07,0,7.072,14.1088,47,0.0,1.8675
20.1,0.10554849798804096,57.74,0.609,5.983,83.5,19.9,13.35,1,8.902,13.1608,57,1.0,2.1075
21.8,0.15982881438052338,39.69,0.585,5.707,54.0,20.8,12.01,1,5.936,14.1744,31,1.0,2.3825000000000003
24.5,0.24652408399188344,39.69,0.585,5.926,42.6,20.8,13.59,1,8.79,11.196,47,1.0,2.38
23.1,0.16465813975505653,39.69,0.585,5.67,28.8,20.8,17.6,0,8.462,14.1848,55,3.0,2.8000000000000003
19.7,0.25433209277022684,39.69,0.585,5.39,72.9,20.8,21.14,0,7.899767068273092,12.1576,44,1.0,2.7975
18.3,0.23774049566117808,39.69,0.585,5.794,70.6,20.8,14.1,1,5.366,14.1464,55,2.0,2.8925
21.2,0.21440145025736632,39.69,0.585,6.019,65.3,20.8,12.92,1,5.824,14.1696,32,1.0,2.4074999999999998
17.5,0.16367376242147152,39.69,0.585,5.569,73.5,20.8,15.1,0,9.85,14.14,47,2.0,2.4
16.8,0.20243459342451153,39.69,0.585,6.027,79.7,20.8,14.33,0,6.236,14.1344,54,2.0,2.4975
22.4,0.060746967273100666,41.93,0.573,6.593,69.1,19.0,9.67,0,9.348,12.1792,27,3.0,2.4775
20.6,0.04427522524990742,41.93,0.573,6.12,76.7,19.0,9.08,1,6.612,13.1648,20,3.0,2.2875
23.9,0.058985632347870846,41.93,0.573,6.976,91.0,19.0,5.64,0,5.478,12.1912,31,0.0,2.1675
22.0,0.10399057772120515,41.93,0.573,6.794,89.3,19.0,6.48,1,7.94,15.176,47,0.0,2.39
19.0,0.04632045026850422,41.93,0.573,6.03,80.8,19.0,7.88,1,10.28,10.152,45,0.0,2.5050000000000003
